Depth,Simulation Run,Time,Board Number
5,1,0.188256,1
5,2,0.109200,1
5,3,0.123012,1
5,4,0.131904,1
5,5,0.137535,1
5,6,0.123961,1
5,7,0.111961,1
5,8,0.107734,1
5,9,0.125816,1
5,10,0.103232,1
5,11,0.127729,1
5,12,0.113217,1
5,13,0.092465,1
5,14,0.090250,1
5,15,0.089224,1
5,16,0.090767,1
5,17,0.090273,1
5,18,0.087356,1
5,19,0.086683,1
5,20,0.099091,1
5,21,0.092675,1
5,22,0.087921,1
5,23,0.089557,1
5,24,0.088782,1
5,25,0.094761,1
5,26,0.086897,1
5,27,0.092468,1
5,28,0.086303,1
5,29,0.087600,1
5,30,0.088054,1
5,1,0.095609,2
5,2,0.172013,2
5,3,0.097278,2
5,4,0.140330,2
5,5,0.118981,2
5,6,0.114083,2
5,7,0.118382,2
5,8,0.112360,2
5,9,0.087165,2
5,10,0.096017,2
5,11,0.097264,2
5,12,0.088661,2
5,13,0.088247,2
5,14,0.094687,2
5,15,0.110831,2
5,16,0.096134,2
5,17,0.097226,2
5,18,0.087748,2
5,19,0.094317,2
5,20,0.098586,2
5,21,0.093056,2
5,22,0.098309,2
5,23,0.092267,2
5,24,0.088608,2
5,25,0.093224,2
5,26,0.095419,2
5,27,0.087069,2
5,28,0.087765,2
5,29,0.086579,2
5,30,0.087265,2
5,1,0.090479,3
5,2,0.087987,3
5,3,0.092183,3
5,4,0.092237,3
5,5,0.092119,3
5,6,0.095158,3
5,7,0.141267,3
5,8,0.120984,3
5,9,0.116038,3
5,10,0.092563,3
5,11,0.105837,3
5,12,0.097128,3
5,13,0.095859,3
5,14,0.092312,3
5,15,0.087819,3
5,16,0.089378,3
5,17,0.085249,3
5,18,0.094746,3
5,19,0.149130,3
5,20,0.102106,3
5,21,0.088991,3
5,22,0.087923,3
5,23,0.088072,3
5,24,0.106584,3
5,25,0.092988,3
5,26,0.090552,3
5,27,0.086192,3
5,28,0.087241,3
5,29,0.087619,3
5,30,0.086535,3
5,1,0.093056,4
5,2,0.087072,4
5,3,0.087731,4
5,4,0.087431,4
5,5,0.086539,4
5,6,0.092077,4
5,7,0.096207,4
5,8,0.096161,4
5,9,0.093487,4
5,10,0.090912,4
5,11,0.090945,4
5,12,0.088740,4
5,13,0.087657,4
5,14,0.096467,4
5,15,0.090447,4
5,16,0.092471,4
5,17,0.088566,4
5,18,0.087849,4
5,19,0.088262,4
5,20,0.088922,4
5,21,0.089376,4
5,22,0.088099,4
5,23,0.088282,4
5,24,0.092046,4
5,25,0.102052,4
5,26,0.094524,4
5,27,0.087594,4
5,28,0.089537,4
5,29,0.090332,4
5,30,0.089826,4
5,1,0.119580,5
5,2,0.117492,5
5,3,0.118009,5
5,4,0.124396,5
5,5,0.120308,5
5,6,0.119576,5
5,7,0.121906,5
5,8,0.127531,5
5,9,0.117286,5
5,10,0.117286,5
5,11,0.123871,5
5,12,0.115626,5
5,13,0.116589,5
5,14,0.116451,5
5,15,0.127100,5
5,16,0.124969,5
5,17,0.116652,5
5,18,0.117071,5
5,19,0.117593,5
5,20,0.116472,5
5,21,0.119406,5
5,22,0.116375,5
5,23,0.116338,5
5,24,0.123138,5
5,25,0.128273,5
5,26,0.123919,5
5,27,0.117572,5
5,28,0.117855,5
5,29,0.118095,5
5,30,0.117865,5
5,1,0.081057,6
5,2,0.079493,6
5,3,0.078475,6
5,4,0.078339,6
5,5,0.079007,6
5,6,0.078635,6
5,7,0.080349,6
5,8,0.079758,6
5,9,0.079057,6
5,10,0.079426,6
5,11,0.082037,6
5,12,0.078356,6
5,13,0.080851,6
