Depth,Simulation Run,Time,Board Number
3,1,0.003414,1
3,2,0.004997,1
3,3,0.003158,1
3,4,0.000967,1
3,5,0.000831,1
3,6,0.000917,1
3,7,0.001006,1
3,8,0.000994,1
3,9,0.001163,1
3,10,0.000883,1
3,11,0.000851,1
3,12,0.000810,1
3,13,0.000506,1
3,14,0.000472,1
3,15,0.000563,1
3,16,0.000582,1
3,17,0.000543,1
3,18,0.000655,1
3,19,0.000937,1
3,20,0.001574,1
3,21,0.000513,1
3,22,0.000470,1
3,23,0.000345,1
3,24,0.001255,1
3,25,0.000929,1
3,26,0.000398,1
3,27,0.000613,1
3,28,0.000614,1
3,29,0.000748,1
3,30,0.001300,1
3,1,0.000417,2
3,2,0.000410,2
3,3,0.000867,2
3,4,0.000482,2
3,5,0.000375,2
3,6,0.000299,2
3,7,0.000198,2
3,8,0.000173,2
3,9,0.000167,2
3,10,0.000162,2
3,11,0.000354,2
3,12,0.000325,2
3,13,0.002459,2
3,14,0.000148,2
3,15,0.000180,2
3,16,0.000162,2
3,17,0.000149,2
3,18,0.000136,2
3,19,0.000456,2
3,20,0.000159,2
3,21,0.000305,2
3,22,0.000333,2
3,23,0.000311,2
3,24,0.000323,2
3,25,0.000162,2
3,26,0.000179,2
3,27,0.000214,2
3,28,0.000155,2
3,29,0.000171,2
3,30,0.000278,2
3,1,0.000780,3
3,2,0.000727,3
3,3,0.000984,3
3,4,0.000663,3
3,5,0.001337,3
3,6,0.000756,3
3,7,0.000401,3
3,8,0.000444,3
3,9,0.000428,3
3,10,0.000414,3
3,11,0.000816,3
3,12,0.000388,3
3,13,0.000376,3
3,14,0.000373,3
3,15,0.000455,3
3,16,0.000403,3
3,17,0.000407,3
3,18,0.000489,3
3,19,0.000391,3
3,20,0.000415,3
3,21,0.000540,3
3,22,0.000429,3
3,23,0.000424,3
3,24,0.000899,3
3,25,0.000604,3
3,26,0.003668,3
3,27,0.001116,3
3,28,0.000484,3
3,29,0.000353,3
3,30,0.000368,3
3,1,0.000326,4
3,2,0.000346,4
3,3,0.000343,4
3,4,0.000357,4
3,5,0.000345,4
3,6,0.002587,4
3,7,0.000307,4
3,8,0.000441,4
3,9,0.000262,4
3,10,0.000189,4
3,11,0.000503,4
3,12,0.000211,4
3,13,0.000193,4
3,14,0.000181,4
3,15,0.000197,4
3,16,0.000176,4
3,17,0.000171,4
3,18,0.000166,4
3,19,0.000317,4
3,20,0.000192,4
