Depth,Simulation Run,Time,Board Number
3,1,0.010278,1
3,2,0.002388,1
3,3,0.001839,1
3,4,0.001819,1
3,5,0.001839,1
3,6,0.001805,1
3,7,0.002656,1
3,8,0.001350,1
3,9,0.001250,1
3,10,0.003663,1
3,11,0.001189,1
3,12,0.002312,1
3,13,0.001859,1
3,14,0.001451,1
3,15,0.001384,1
3,16,0.001291,1
3,17,0.001832,1
3,18,0.001842,1
3,19,0.001298,1
3,20,0.001110,1
3,21,0.001005,1
3,22,0.001000,1
3,23,0.001040,1
3,24,0.002006,1
3,25,0.000930,1
3,26,0.001036,1
3,27,0.001222,1
3,28,0.000903,1
3,29,0.001273,1
3,30,0.000874,1
3,1,0.000957,2
3,2,0.000837,2
3,3,0.000837,2
3,4,0.000856,2
3,5,0.000835,2
3,6,0.000825,2
3,7,0.000789,2
3,8,0.000991,2
3,9,0.001886,2
3,10,0.000890,2
3,11,0.000884,2
3,12,0.000829,2
3,13,0.001025,2
3,14,0.000921,2
3,15,0.000849,2
3,16,0.001437,2
3,17,0.000893,2
3,18,0.000837,2
3,19,0.000895,2
3,20,0.000840,2
3,21,0.000839,2
3,22,0.000816,2
3,23,0.002211,2
3,24,0.000839,2
3,25,0.000808,2
3,26,0.000812,2
3,27,0.000812,2
3,28,0.000812,2
3,29,0.001535,2
3,30,0.000883,2
3,1,0.001840,3
3,2,0.000940,3
3,3,0.000893,3
3,4,0.000932,3
3,5,0.000810,3
3,6,0.000902,3
3,7,0.000828,3
3,8,0.000875,3
3,9,0.000952,3
3,10,0.000878,3
3,11,0.000867,3
3,12,0.000896,3
3,13,0.000920,3
3,14,0.000864,3
3,15,0.001131,3
3,16,0.000987,3
3,17,0.001278,3
3,18,0.000958,3
3,19,0.001010,3
3,20,0.000924,3
3,21,0.000965,3
3,22,0.003395,3
3,23,0.001359,3
3,24,0.001578,3
3,25,0.001117,3
3,26,0.002757,3
3,27,0.001710,3
3,28,0.000849,3
3,29,0.000837,3
3,30,0.000823,3
3,1,0.001070,4
3,2,0.000832,4
3,3,0.000838,4
3,4,0.000922,4
3,5,0.000813,4
3,6,0.000863,4
3,7,0.000991,4
3,8,0.001022,4
3,9,0.001042,4
3,10,0.000936,4
3,11,0.001035,4
3,12,0.001455,4
3,13,0.001306,4
3,14,0.001022,4
3,15,0.000813,4
3,16,0.000885,4
3,17,0.001036,4
3,18,0.001056,4
3,19,0.001055,4
3,20,0.001011,4
3,21,0.000996,4
3,22,0.001794,4
3,23,0.000818,4
3,24,0.000799,4
3,25,0.000810,4
3,26,0.000805,4
3,27,0.001197,4
3,28,0.000853,4
3,29,0.000831,4
3,30,0.000832,4
3,1,0.002450,5
3,2,0.003737,5
3,3,0.002770,5
3,4,0.001170,5
3,5,0.001132,5
3,6,0.001778,5
3,7,0.001307,5
3,8,0.000981,5
3,9,0.000981,5
3,10,0.000940,5
3,11,0.000921,5
3,12,0.000894,5
3,13,0.001123,5
3,14,0.001062,5
3,15,0.000934,5
3,16,0.001193,5
3,17,0.000896,5
3,18,0.000898,5
3,19,0.001043,5
3,20,0.000976,5
3,21,0.000986,5
3,22,0.001652,5
3,23,0.001092,5
3,24,0.001023,5
3,25,0.001027,5
3,26,0.001452,5
3,27,0.001047,5
3,28,0.001074,5
3,29,0.001081,5
3,30,0.001080,5
3,1,0.001062,6
3,2,0.000874,6
3,3,0.000897,6
3,4,0.000889,6
3,5,0.000895,6
3,6,0.000854,6
3,7,0.001057,6
3,8,0.002322,6
3,9,0.000825,6
3,10,0.000824,6
3,11,0.000813,6
3,12,0.000818,6
3,13,0.000797,6
3,14,0.000801,6
3,15,0.001317,6
3,16,0.001625,6
3,17,0.001500,6
3,18,0.001411,6
3,19,0.002664,6
3,20,0.001569,6
3,21,0.000859,6
3,22,0.000822,6
3,23,0.000781,6
3,24,0.000847,6
3,25,0.000783,6
3,26,0.000795,6
3,27,0.000718,6
3,28,0.000798,6
3,29,0.000785,6
3,30,0.000801,6
3,1,0.000878,7
3,2,0.000775,7
3,3,0.000981,7
3,4,0.001577,7
3,5,0.001242,7
3,6,0.002197,7
3,7,0.003019,7
3,8,0.001377,7
3,9,0.000756,7
3,10,0.000782,7
3,11,0.000848,7
3,12,0.000765,7
3,13,0.000753,7
3,14,0.000818,7
3,15,0.000783,7
3,16,0.001175,7
3,17,0.001116,7
3,18,0.000992,7
3,19,0.000811,7
3,20,0.000893,7
3,21,0.002097,7
3,22,0.001055,7
3,23,0.000964,7
3,24,0.000946,7
3,25,0.001074,7
3,26,0.001008,7
3,27,0.000927,7
3,28,0.000979,7
3,29,0.000991,7
3,30,0.001006,7
3,1,0.005876,8
3,2,0.001551,8
3,3,0.001605,8
3,4,0.001237,8
3,5,0.001107,8
3,6,0.000989,8
3,7,0.000912,8
3,8,0.000975,8
3,9,0.001025,8
3,10,0.001004,8
3,11,0.001069,8
3,12,0.000962,8
3,13,0.001039,8
3,14,0.001204,8
3,15,0.001513,8
3,16,0.002394,8
3,17,0.001573,8
3,18,0.002389,8
3,19,0.001476,8
3,20,0.001241,8
3,21,0.001173,8
3,22,0.000878,8
3,23,0.002283,8
3,24,0.000922,8
3,25,0.002006,8
3,26,0.001119,8
3,27,0.000815,8
3,28,0.000791,8
3,29,0.000811,8
3,30,0.001180,8
3,1,0.001417,9
3,2,0.001291,9
3,3,0.000995,9
3,4,0.000892,9
3,5,0.000879,9
3,6,0.001236,9
3,7,0.000903,9
3,8,0.000870,9
3,9,0.000904,9
3,10,0.001476,9
3,11,0.001240,9
3,12,0.000896,9
3,13,0.000869,9
3,14,0.000841,9
3,15,0.001075,9
3,16,0.000741,9
3,17,0.000825,9
3,18,0.000749,9
3,19,0.000824,9
3,20,0.000822,9
3,21,0.001560,9
3,22,0.000809,9
3,23,0.000771,9
3,24,0.000739,9
3,25,0.000724,9
3,26,0.000750,9
3,27,0.001143,9
3,28,0.001598,9
3,29,0.000778,9
3,30,0.000887,9
3,1,0.000912,10
3,2,0.000835,10
3,3,0.000869,10
3,4,0.001661,10
3,5,0.001399,10
3,6,0.000962,10
3,7,0.002296,10
3,8,0.001178,10
3,9,0.000881,10
3,10,0.000811,10
3,11,0.001319,10
3,12,0.000899,10
3,13,0.001959,10
3,14,0.001278,10
3,15,0.000915,10
3,16,0.000796,10
3,17,0.000927,10
3,18,0.001935,10
3,19,0.001417,10
3,20,0.000819,10
3,21,0.000765,10
3,22,0.000760,10
3,23,0.000812,10
3,24,0.000811,10
3,25,0.000871,10
3,26,0.001556,10
3,27,0.001040,10
3,28,0.001158,10
3,29,0.000960,10
3,30,0.001380,10
3,1,0.004091,11
3,2,0.004631,11
3,3,0.001596,11
3,4,0.002513,11
3,5,0.001574,11
3,6,0.000955,11
3,7,0.001189,11
3,8,0.001169,11
3,9,0.001410,11
3,10,0.001206,11
3,11,0.001026,11
3,12,0.000967,11
3,13,0.001033,11
3,14,0.000939,11
3,15,0.001081,11
3,16,0.002044,11
3,17,0.001097,11
3,18,0.000991,11
3,19,0.001091,11
3,20,0.000981,11
3,21,0.000948,11
3,22,0.000984,11
3,23,0.000951,11
3,24,0.000894,11
3,25,0.000914,11
3,26,0.001118,11
3,27,0.001033,11
3,28,0.000955,11
3,29,0.000968,11
3,30,0.000958,11
3,1,0.000997,12
3,2,0.001679,12
3,3,0.001031,12
3,4,0.001028,12
3,5,0.001665,12
3,6,0.001058,12
3,7,0.000929,12
3,8,0.000922,12
3,9,0.000892,12
3,10,0.000915,12
3,11,0.000927,12
3,12,0.000994,12
3,13,0.001622,12
3,14,0.001053,12
3,15,0.000952,12
3,16,0.001343,12
3,17,0.001487,12
3,18,0.001026,12
3,19,0.001847,12
3,20,0.001326,12
3,21,0.001746,12
3,22,0.000990,12
3,23,0.000945,12
3,24,0.000936,12
3,25,0.001558,12
3,26,0.004453,12
3,27,0.001009,12
3,28,0.001013,12
3,29,0.000934,12
3,30,0.000878,12
3,1,0.001156,13
3,2,0.000994,13
3,3,0.000861,13
3,4,0.000830,13
3,5,0.000816,13
3,6,0.000948,13
3,7,0.001258,13
3,8,0.001018,13
3,9,0.000992,13
3,10,0.001033,13
3,11,0.000855,13
3,12,0.000852,13
3,13,0.000884,13
3,14,0.000781,13
3,15,0.000783,13
3,16,0.000826,13
3,17,0.000763,13
3,18,0.000830,13
3,19,0.000850,13
3,20,0.000828,13
3,21,0.000776,13
3,22,0.000777,13
3,23,0.000801,13
3,24,0.000804,13
3,25,0.000786,13
3,26,0.000822,13
3,27,0.001053,13
3,28,0.001156,13
3,29,0.000808,13
3,30,0.000767,13
3,1,0.001431,14
3,2,0.000924,14
3,3,0.000843,14
3,4,0.000832,14
3,5,0.000804,14
3,6,0.000810,14
3,7,0.000863,14
3,8,0.000868,14
3,9,0.000787,14
3,10,0.000810,14
3,11,0.001600,14
3,12,0.001724,14
3,13,0.001556,14
3,14,0.000757,14
3,15,0.000694,14
3,16,0.000660,14
3,17,0.000712,14
3,18,0.000788,14
3,19,0.000706,14
3,20,0.000678,14
3,21,0.000664,14
3,22,0.000686,14
3,23,0.000713,14
3,24,0.000735,14
3,25,0.000692,14
3,26,0.001088,14
3,27,0.001362,14
3,28,0.001004,14
3,29,0.002454,14
3,30,0.001102,14
3,1,0.001077,15
3,2,0.001089,15
3,3,0.001094,15
3,4,0.001038,15
3,5,0.001110,15
3,6,0.001153,15
3,7,0.001083,15
3,8,0.001183,15
3,9,0.001203,15
3,10,0.001008,15
3,11,0.001044,15
3,12,0.001197,15
3,13,0.001051,15
3,14,0.001107,15
3,15,0.001400,15
3,16,0.001171,15
3,17,0.001046,15
3,18,0.001020,15
3,19,0.000989,15
3,20,0.001041,15
3,21,0.001133,15
3,22,0.001065,15
3,23,0.001154,15
3,24,0.001061,15
3,25,0.001220,15
3,26,0.001107,15
3,27,0.001019,15
3,28,0.001025,15
3,29,0.001159,15
3,30,0.002534,15
3,1,0.001117,16
3,2,0.000977,16
3,3,0.000977,16
3,4,0.000931,16
3,5,0.000949,16
3,6,0.001014,16
3,7,0.001220,16
3,8,0.001129,16
3,9,0.001174,16
3,10,0.001000,16
3,11,0.000942,16
3,12,0.000978,16
3,13,0.001124,16
3,14,0.001613,16
3,15,0.000945,16
3,16,0.000932,16
3,17,0.000932,16
3,18,0.000949,16
3,19,0.000915,16
3,20,0.000895,16
3,21,0.000945,16
3,22,0.000913,16
3,23,0.001001,16
3,24,0.000932,16
3,25,0.000900,16
3,26,0.000942,16
3,27,0.000896,16
3,28,0.000894,16
3,29,0.000848,16
3,30,0.001068,16
3,1,0.001621,17
3,2,0.000805,17
3,3,0.000765,17
3,4,0.000752,17
3,5,0.000756,17
3,6,0.000732,17
3,7,0.000746,17
3,8,0.001020,17
3,9,0.000752,17
3,10,0.000729,17
3,11,0.000803,17
3,12,0.000764,17
3,13,0.000729,17
3,14,0.000706,17
3,15,0.000685,17
3,16,0.000705,17
3,17,0.000708,17
3,18,0.000708,17
3,19,0.000891,17
3,20,0.001447,17
3,21,0.001403,17
3,22,0.001117,17
3,23,0.000811,17
3,24,0.001171,17
3,25,0.000878,17
3,26,0.001454,17
3,27,0.001585,17
3,28,0.000812,17
3,29,0.000745,17
3,30,0.000739,17
3,1,0.000864,18
3,2,0.000838,18
3,3,0.000876,18
3,4,0.001209,18
3,5,0.000937,18
3,6,0.001282,18
3,7,0.000948,18
3,8,0.000868,18
3,9,0.000809,18
3,10,0.000824,18
3,11,0.000865,18
3,12,0.000827,18
3,13,0.000861,18
3,14,0.000939,18
3,15,0.000879,18
3,16,0.000917,18
3,17,0.000837,18
3,18,0.000906,18
3,19,0.000861,18
3,20,0.000887,18
3,21,0.000912,18
3,22,0.000797,18
3,23,0.002191,18
3,24,0.002595,18
3,25,0.001101,18
3,26,0.001249,18
3,27,0.001236,18
3,28,0.000953,18
3,29,0.000920,18
3,30,0.000938,18
3,1,0.000837,19
3,2,0.000828,19
3,3,0.000796,19
3,4,0.000829,19
3,5,0.000902,19
3,6,0.000878,19
3,7,0.001028,19
3,8,0.001106,19
3,9,0.000977,19
3,10,0.000825,19
3,11,0.000790,19
3,12,0.000837,19
3,13,0.000844,19
3,14,0.000889,19
3,15,0.000890,19
3,16,0.000865,19
3,17,0.000834,19
3,18,0.000796,19
3,19,0.000894,19
3,20,0.000971,19
3,21,0.000848,19
3,22,0.000803,19
3,23,0.000939,19
3,24,0.000875,19
3,25,0.000797,19
3,26,0.000951,19
3,27,0.000877,19
3,28,0.001049,19
3,29,0.000779,19
3,30,0.000794,19
3,1,0.000870,20
3,2,0.000830,20
3,3,0.000796,20
3,4,0.000801,20
3,5,0.000854,20
3,6,0.000807,20
3,7,0.000808,20
3,8,0.000989,20
3,9,0.000861,20
3,10,0.000829,20
3,11,0.000833,20
3,12,0.000861,20
3,13,0.000882,20
3,14,0.000893,20
3,15,0.001049,20
3,16,0.001043,20
3,17,0.000995,20
3,18,0.001049,20
3,19,0.001360,20
3,20,0.000877,20
3,21,0.000875,20
3,22,0.000870,20
3,23,0.001005,20
3,24,0.000859,20
3,25,0.000850,20
3,26,0.000925,20
3,27,0.000920,20
3,28,0.001116,20
3,29,0.000945,20
3,30,0.000842,20
3,1,0.000855,21
3,2,0.001337,21
3,3,0.001273,21
3,4,0.001084,21
3,5,0.001435,21
3,6,0.000903,21
3,7,0.000874,21
3,8,0.000867,21
3,9,0.000899,21
3,10,0.000855,21
3,11,0.000851,21
3,12,0.001025,21
3,13,0.000851,21
3,14,0.000920,21
3,15,0.000872,21
3,16,0.000822,21
3,17,0.000789,21
3,18,0.000939,21
3,19,0.001625,21
3,20,0.001150,21
3,21,0.001098,21
3,22,0.000943,21
3,23,0.000895,21
3,24,0.000822,21
3,25,0.000777,21
3,26,0.000763,21
3,27,0.000751,21
