Depth,Simulation Run,Time,Board Number
3,1,0.007139,1
3,2,0.003780,1
3,3,0.003808,1
3,4,0.001809,1
3,5,0.001483,1
3,6,0.001502,1
3,7,0.001346,1
3,8,0.002603,1
3,9,0.001138,1
3,10,0.001167,1
3,11,0.000772,1
3,12,0.001022,1
3,13,0.000593,1
3,14,0.000582,1
3,15,0.000592,1
3,16,0.000588,1
3,17,0.000722,1
3,18,0.000560,1
3,19,0.001006,1
3,20,0.001270,1
3,21,0.000739,1
3,22,0.001283,1
3,23,0.001472,1
3,24,0.000575,1
3,25,0.000697,1
3,26,0.001280,1
3,27,0.000976,1
3,28,0.000530,1
3,29,0.000524,1
3,30,0.000906,1
3,1,0.001467,2
3,2,0.000856,2
3,3,0.000595,2
3,4,0.000563,2
3,5,0.000572,2
3,6,0.000321,2
3,7,0.000309,2
3,8,0.000299,2
3,9,0.000292,2
3,10,0.000537,2
3,11,0.001980,2
3,12,0.000358,2
3,13,0.000292,2
3,14,0.000287,2
3,15,0.000272,2
3,16,0.000261,2
3,17,0.002292,2
3,18,0.000699,2
3,19,0.000677,2
3,20,0.001523,2
3,21,0.000722,2
3,22,0.000709,2
3,23,0.000687,2
3,24,0.000680,2
3,25,0.000683,2
3,26,0.000668,2
3,27,0.000680,2
3,28,0.000676,2
3,29,0.000816,2
3,30,0.000671,2
3,1,0.002735,3
3,2,0.003814,3
3,3,0.004227,3
3,4,0.003086,3
3,5,0.001719,3
3,6,0.008136,3
3,7,0.003381,3
3,8,0.002033,3
3,9,0.002414,3
3,10,0.001818,3
3,11,0.001775,3
3,12,0.001878,3
3,13,0.002241,3
3,14,0.002034,3
3,15,0.001813,3
3,16,0.001773,3
3,17,0.001985,3
3,18,0.002616,3
3,19,0.002088,3
3,20,0.004072,3
3,21,0.002890,3
3,22,0.002130,3
3,23,0.001907,3
3,24,0.003232,3
3,25,0.002460,3
3,26,0.004113,3
3,27,0.001771,3
3,28,0.001694,3
3,29,0.001730,3
3,30,0.001847,3
3,1,0.001083,4
3,2,0.002513,4
3,3,0.000272,4
3,4,0.000293,4
3,5,0.000224,4
3,6,0.000222,4
3,7,0.000232,4
3,8,0.000439,4
3,9,0.000393,4
3,10,0.000384,4
3,11,0.000281,4
3,12,0.000227,4
3,13,0.000240,4
3,14,0.000230,4
3,15,0.000234,4
3,16,0.000241,4
3,17,0.000222,4
3,18,0.000219,4
3,19,0.000219,4
3,20,0.000222,4
3,21,0.000248,4
3,22,0.000214,4
3,23,0.000226,4
3,24,0.000230,4
3,25,0.000215,4
3,26,0.000222,4
3,27,0.000225,4
3,28,0.000317,4
3,29,0.000250,4
3,30,0.000240,4
3,1,0.002268,5
3,2,0.002296,5
3,3,0.001205,5
3,4,0.000644,5
3,5,0.000616,5
3,6,0.000621,5
3,7,0.000645,5
3,8,0.001015,5
3,9,0.002809,5
3,10,0.000536,5
3,11,0.000837,5
3,12,0.000841,5
3,13,0.000817,5
3,14,0.000833,5
3,15,0.000822,5
3,16,0.000886,5
