Depth,Simulation Run,Time,Board Number
6,1,0.580121,1
6,2,0.567899,1
6,3,0.581794,1
6,4,0.491038,1
6,5,0.492177,1
6,6,0.830832,1
6,7,0.488879,1
6,8,0.741381,1
6,9,0.509572,1
6,10,0.515383,1
6,11,0.503012,1
6,12,0.490641,1
6,13,0.491462,1
6,14,0.559890,1
6,15,0.527719,1
6,16,0.510997,1
6,17,0.514837,1
6,18,0.495709,1
6,19,0.513655,1
6,20,0.595443,1
6,21,0.519257,1
6,22,0.489462,1
6,23,0.506749,1
6,24,0.503819,1
6,25,0.540540,1
6,26,0.491112,1
6,27,0.484593,1
6,28,0.490005,1
6,29,0.556181,1
6,30,0.562989,1
6,1,0.871298,2
6,2,0.515995,2
6,3,0.486686,2
6,4,0.500222,2
6,5,0.489551,2
6,6,0.499543,2
6,7,0.517996,2
6,8,0.539758,2
6,9,0.730819,2
6,10,0.515363,2
6,11,0.520216,2
6,12,0.502850,2
6,13,0.477375,2
6,14,0.487902,2
6,15,0.483082,2
6,16,0.491185,2
6,17,0.496122,2
6,18,0.492197,2
6,19,0.516232,2
6,20,0.521552,2
6,21,0.487718,2
6,22,0.480202,2
6,23,0.477998,2
6,24,0.535712,2
6,25,0.484173,2
6,26,0.535669,2
6,27,0.480960,2
6,28,0.497724,2
6,29,0.491605,2
6,30,0.485526,2
6,1,0.485376,3
6,2,0.476252,3
6,3,0.484629,3
6,4,0.481982,3
6,5,0.471243,3
6,6,0.476346,3
6,7,0.504001,3
6,8,0.493266,3
6,9,0.474865,3
6,10,0.471610,3
6,11,0.479104,3
6,12,0.479365,3
6,13,0.473618,3
6,14,0.472340,3
6,15,0.476517,3
6,16,0.472398,3
6,17,0.475126,3
6,18,0.472459,3
6,19,0.477768,3
6,20,0.473076,3
6,21,0.475506,3
6,22,0.473167,3
6,23,0.474325,3
6,24,0.475702,3
6,25,0.475205,3
6,26,0.477935,3
6,27,0.471929,3
6,28,0.480880,3
6,29,0.474753,3
6,30,0.477415,3
6,1,0.474742,4
6,2,0.473329,4
6,3,0.479751,4
6,4,0.474556,4
6,5,0.515802,4
6,6,0.479615,4
6,7,0.473643,4
6,8,0.474318,4
6,9,0.478612,4
6,10,0.486172,4
6,11,0.475758,4
6,12,0.473582,4
6,13,0.474839,4
6,14,0.473085,4
6,15,0.478964,4
6,16,0.473164,4
6,17,0.472874,4
6,18,0.481966,4
6,19,0.474755,4
6,20,0.475998,4
6,21,0.485270,4
6,22,0.476789,4
6,23,0.474223,4
6,24,0.474196,4
6,25,0.474434,4
6,26,0.475782,4
6,27,0.475755,4
6,28,0.474939,4
6,29,0.472621,4
6,30,0.473058,4
6,1,0.757388,5
6,2,0.741506,5
6,3,0.744348,5
6,4,0.772992,5
6,5,0.748018,5
6,6,0.749889,5
6,7,0.791147,5
6,8,0.742040,5
6,9,0.738638,5
6,10,0.739039,5
6,11,0.751963,5
6,12,0.747116,5
6,13,0.744183,5
6,14,0.750297,5
6,15,0.741904,5
6,16,0.749497,5
6,17,0.744792,5
6,18,0.753273,5
6,19,0.742587,5
6,20,0.777063,5
6,21,0.759756,5
6,22,0.744923,5
6,23,0.751657,5
6,24,0.748527,5
6,25,0.754096,5
6,26,0.743261,5
6,27,0.745287,5
6,28,0.747925,5
6,29,0.745163,5
6,30,0.743577,5
6,1,0.442310,6
6,2,0.436186,6
6,3,0.440627,6
6,4,0.437207,6
6,5,0.436495,6
6,6,0.435730,6
6,7,0.443666,6
6,8,0.436321,6
6,9,0.435952,6
6,10,0.436699,6
6,11,0.437504,6
6,12,0.436857,6
6,13,0.465649,6
6,14,0.452244,6
6,15,0.439316,6
6,16,0.435766,6
6,17,0.436212,6
6,18,0.442294,6
6,19,0.436024,6
6,20,0.436132,6
6,21,0.438918,6
6,22,0.435725,6
6,23,0.467285,6
6,24,0.493357,6
6,25,0.433461,6
6,26,0.434217,6
6,27,0.434481,6
6,28,0.434202,6
6,29,0.456743,6
6,30,0.432556,6
6,1,0.432968,7
6,2,0.431760,7
6,3,0.434946,7
6,4,0.432952,7
6,5,0.434719,7
6,6,0.432109,7
6,7,0.434339,7
6,8,0.432535,7
6,9,0.432326,7
6,10,0.434586,7
6,11,0.439874,7
6,12,0.432975,7
6,13,0.432091,7
6,14,0.432882,7
6,15,0.433090,7
6,16,0.431973,7
6,17,0.434816,7
6,18,0.433377,7
6,19,0.433458,7
6,20,0.432021,7
6,21,0.451887,7
6,22,0.438732,7
6,23,0.433909,7
6,24,0.433469,7
6,25,0.432343,7
6,26,0.432319,7
6,27,0.434685,7
6,28,0.473731,7
6,29,0.455402,7
6,30,0.438131,7
6,1,0.456077,8
6,2,0.470285,8
6,3,0.465172,8
6,4,0.442773,8
6,5,0.433372,8
6,6,0.433383,8
6,7,0.434247,8
6,8,0.436561,8
6,9,0.438010,8
6,10,0.435811,8
6,11,0.439880,8
6,12,0.439394,8
6,13,0.436517,8
6,14,0.444341,8
6,15,0.441834,8
6,16,0.437499,8
6,17,0.440383,8
6,18,0.435841,8
6,19,0.435084,8
6,20,0.436326,8
6,21,0.443510,8
6,22,0.435942,8
6,23,0.437456,8
6,24,0.435698,8
6,25,0.434841,8
6,26,0.438710,8
6,27,0.436340,8
6,28,0.435699,8
6,29,0.438128,8
6,30,0.461101,8
6,1,0.486930,9
6,2,0.477394,9
6,3,0.453114,9
6,4,0.427518,9
6,5,0.432935,9
6,6,0.426639,9
6,7,0.432974,9
6,8,0.436467,9
6,9,0.428000,9
6,10,0.428079,9
6,11,0.442431,9
6,12,0.430395,9
6,13,0.431912,9
6,14,0.431424,9
6,15,0.431621,9
6,16,0.430363,9
6,17,0.431259,9
6,18,0.432597,9
6,19,0.439466,9
6,20,0.430667,9
6,21,0.433133,9
6,22,0.430354,9
6,23,0.432900,9
6,24,0.432188,9
6,25,0.432076,9
6,26,0.431781,9
6,27,0.431673,9
6,28,0.430645,9
6,29,0.432485,9
6,30,0.462094,9
6,1,0.444786,10
6,2,0.436158,10
6,3,0.437269,10
6,4,0.436814,10
6,5,0.435819,10
6,6,0.435639,10
6,7,0.437902,10
6,8,0.438956,10
6,9,0.435634,10
6,10,0.435446,10
6,11,0.438991,10
6,12,0.441073,10
6,13,0.436432,10
6,14,0.435602,10
6,15,0.436071,10
6,16,0.436160,10
6,17,0.434857,10
6,18,0.439428,10
6,19,0.436778,10
6,20,0.437840,10
6,21,0.447404,10
6,22,0.436199,10
6,23,0.440061,10
6,24,0.443047,10
6,25,0.435797,10
6,26,0.435797,10
6,27,0.436811,10
6,28,0.436137,10
